Mentions,Category,Reach,Weightage,Love Category,Love Negative,Love Positive,Trust Category,Trust Negative,Trust Positive,Affordability Category,Affordability Negative,Affordability Positive,Awareness Category,Awareness Negative,Awareness Positive
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
,,,0,,,,,,,,,,,,
